"Comas";"Ile";"Sexe";"TrancheAge";"CS8";"Menages";"Individus";"ResidencesPrincipales";"PopMoyenneMenage"
"Mataura";"Tubuai";"Hommes";"50-59 ans";"Sans emploi";13;19;13;3,15384615384615
"Mataura";"Tubuai";"Hommes";"60-69 ans";"Agriculteurs exploitants";2;2;2;2,5
"Mataura";"Tubuai";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;3,5
"Mataura";"Tubuai";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";2;2;2;3,5
"Mataura";"Tubuai";"Hommes";"60-69 ans";"Employés";1;1;1;6
"Mataura";"Tubuai";"Hommes";"60-69 ans";"Sans emploi";14;24;14;2,07142857142857
"Mataura";"Tubuai";"Hommes";"70-79 ans";"Employés";1;1;1;2
"Mataura";"Tubuai";"Hommes";"70-79 ans";"Sans emploi";17;21;17;2,05882352941176
"Mataura";"Tubuai";"Hommes";"80 ans et plus";"Sans emploi";2;4;2;2
"Mataura";"Tubuai";"Femmes";"0-9 ans";"Né après le 22/08/1998";;79;;
"Mataura";"Tubuai";"Femmes";"10-19 ans";"Employés";;4;;
"Mataura";"Tubuai";"Femmes";"10-19 ans";"Sans emploi";;33;;
"Mataura";"Tubuai";"Femmes";"10-19 ans";"Né après le 22/08/1998";;44;;
"Mataura";"Tubuai";"Femmes";"20-29 ans";"Agriculteurs exploitants";1;4;1;2
"Mataura";"Tubuai";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";1;4;1;2
"Mataura";"Tubuai";"Femmes";"20-29 ans";"Professions intermédiaires";2;6;2;1
"Mataura";"Tubuai";"Femmes";"20-29 ans";"Employés";2;14;2;3
"Mataura";"Tubuai";"Femmes";"20-29 ans";"Ouvriers";3;6;3;4
"Mataura";"Tubuai";"Femmes";"20-29 ans";"Sans emploi";3;49;3;3
"Mataura";"Tubuai";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;2;1;5
"Mataura";"Tubuai";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";2;4;2;3,5
"Mataura";"Tubuai";"Femmes";"30-39 ans";"Professions intermédiaires";4;6;4;4
"Mataura";"Tubuai";"Femmes";"30-39 ans";"Employés";3;9;3;2
"Mataura";"Tubuai";"Femmes";"30-39 ans";"Ouvriers";2;5;2;5
"Mataura";"Tubuai";"Femmes";"30-39 ans";"Sans emploi";3;31;3;2,33333333333333
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Agriculteurs exploitants";;2;;
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;6;1;2
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Professions intermédiaires";6;9;6;3
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Employés";6;17;6;1,66666666666667
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Ouvriers";;5;;
"Mataura";"Tubuai";"Femmes";"40-49 ans";"Sans emploi";2;25;2;3
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Agriculteurs exploitants";;1;;
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;3
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;2;1;1
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Professions intermédiaires";1;4;1;2
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Employés";1;8;1;1
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Ouvriers";;2;;
"Mataura";"Tubuai";"Femmes";"50-59 ans";"Sans emploi";4;27;4;2
"Mataura";"Tubuai";"Femmes";"60-69 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Mataura";"Tubuai";"Femmes";"60-69 ans";"Employés";;1;;
"Mataura";"Tubuai";"Femmes";"60-69 ans";"Sans emploi";8;33;8;1,75
"Mataura";"Tubuai";"Femmes";"70-79 ans";"Agriculteurs exploitants";1;1;1;1
"Mataura";"Tubuai";"Femmes";"70-79 ans";"Sans emploi";4;15;4;1,5
"Mataura";"Tubuai";"Femmes";"80 ans et plus";"Sans emploi";4;11;4;1,25
"Taahuaia";"Tubuai";"Hommes";"0-9 ans";"Né après le 22/08/1998";;49;;
"Taahuaia";"Tubuai";"Hommes";"10-19 ans";"Ouvriers";;1;;
"Taahuaia";"Tubuai";"Hommes";"10-19 ans";"Sans emploi";;17;;
"Taahuaia";"Tubuai";"Hommes";"10-19 ans";"Né après le 22/08/1998";;23;;
"Taahuaia";"Tubuai";"Hommes";"20-29 ans";"Agriculteurs exploitants";1;2;1;5
"Taahuaia";"Tubuai";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;3;;
"Taahuaia";"Tubuai";"Hommes";"20-29 ans";"Professions intermédiaires";1;1;1;1
"Taahuaia";"Tubuai";"Hommes";"20-29 ans";"Employés";8;9;8;4
"Taahuaia";"Tubuai";"Hommes";"20-29 ans";"Ouvriers";6;9;6;4,5
"Taahuaia";"Tubuai";"Hommes";"20-29 ans";"Sans emploi";8;18;8;3,875
"Taahuaia";"Tubuai";"Hommes";"30-39 ans";"Agriculteurs exploitants";2;2;2;4
"Taahuaia";"Tubuai";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";1;1;1;3
"Taahuaia";"Tubuai";"Hommes";"30-39 ans";"Professions intermédiaires";4;4;4;5,75
"Taahuaia";"Tubuai";"Hommes";"30-39 ans";"Employés";12;12;12;3,25
"Taahuaia";"Tubuai";"Hommes";"30-39 ans";"Ouvriers";8;8;8;5
"Taahuaia";"Tubuai";"Hommes";"30-39 ans";"Sans emploi";7;14;7;2,42857142857143
"Taahuaia";"Tubuai";"Hommes";"40-49 ans";"Agriculteurs exploitants";4;4;4;4
"Taahuaia";"Tubuai";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;2;1;3
"Taahuaia";"Tubuai";"Hommes";"40-49 ans";"Professions intermédiaires";3;3;3;3
"Taahuaia";"Tubuai";"Hommes";"40-49 ans";"Employés";8;8;8;3,125
"Taahuaia";"Tubuai";"Hommes";"40-49 ans";"Ouvriers";10;10;10;2,9
"Taahuaia";"Tubuai";"Hommes";"40-49 ans";"Sans emploi";3;9;3;1,33333333333333
"Taahuaia";"Tubuai";"Hommes";"50-59 ans";"Agriculteurs exploitants";2;2;2;4,5
"Taahuaia";"Tubuai";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;4
"Taahuaia";"Tubuai";"Hommes";"50-59 ans";"Professions intermédiaires";3;3;3;2
"Taahuaia";"Tubuai";"Hommes";"50-59 ans";"Employés";6;6;6;3,33333333333333
"Taahuaia";"Tubuai";"Hommes";"50-59 ans";"Ouvriers";11;11;11;3,81818181818182
"Taahuaia";"Tubuai";"Hommes";"50-59 ans";"Sans emploi";7;12;7;2,71428571428571
"Taahuaia";"Tubuai";"Hommes";"60-69 ans";"Agriculteurs exploitants";2;2;2;2,5
"Taahuaia";"Tubuai";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";1;1;1;2
"Taahuaia";"Tubuai";"Hommes";"60-69 ans";"Professions intermédiaires";2;2;2;4
"Taahuaia";"Tubuai";"Hommes";"60-69 ans";"Sans emploi";9;17;9;2,55555555555556
"Taahuaia";"Tubuai";"Hommes";"70-79 ans";"Agriculteurs exploitants";1;1;1;7
"Taahuaia";"Tubuai";"Hommes";"70-79 ans";"Sans emploi";8;18;8;1,875
"Taahuaia";"Tubuai";"Hommes";"80 ans et plus";"Sans emploi";3;5;3;2
"Taahuaia";"Tubuai";"Femmes";"0-9 ans";"Né après le 22/08/1998";;53;;
"Taahuaia";"Tubuai";"Femmes";"10-19 ans";"Sans emploi";;20;;
"Taahuaia";"Tubuai";"Femmes";"10-19 ans";"Né après le 22/08/1998";;21;;
"Taahuaia";"Tubuai";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Taahuaia";"Tubuai";"Femmes";"20-29 ans";"Employés";1;3;1;5
"Taahuaia";"Tubuai";"Femmes";"20-29 ans";"Sans emploi";2;33;2;1,5
"Taahuaia";"Tubuai";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;4;1;3
"Taahuaia";"Tubuai";"Femmes";"30-39 ans";"Professions intermédiaires";2;2;2;6
"Taahuaia";"Tubuai";"Femmes";"30-39 ans";"Employés";2;3;2;4
"Taahuaia";"Tubuai";"Femmes";"30-39 ans";"Ouvriers";1;5;1;3
"Taahuaia";"Tubuai";"Femmes";"30-39 ans";"Sans emploi";1;22;1;4
"Taahuaia";"Tubuai";"Femmes";"40-49 ans";"Agriculteurs exploitants";;2;;
"Taahuaia";"Tubuai";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";3;5;3;2
"Taahuaia";"Tubuai";"Femmes";"40-49 ans";"Professions intermédiaires";4;7;4;3,25
"Taahuaia";"Tubuai";"Femmes";"40-49 ans";"Employés";;6;;
"Taahuaia";"Tubuai";"Femmes";"40-49 ans";"Ouvriers";3;6;3;2,66666666666667
"Taahuaia";"Tubuai";"Femmes";"40-49 ans";"Sans emploi";;19;;
"Taahuaia";"Tubuai";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Taahuaia";"Tubuai";"Femmes";"50-59 ans";"Professions intermédiaires";;3;;
"Taahuaia";"Tubuai";"Femmes";"50-59 ans";"Employés";2;6;2;2,5
"Taahuaia";"Tubuai";"Femmes";"50-59 ans";"Sans emploi";2;16;2;1,5
"Taahuaia";"Tubuai";"Femmes";"60-69 ans";"Agriculteurs exploitants";;1;;
"Taahuaia";"Tubuai";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;2
"Taahuaia";"Tubuai";"Femmes";"60-69 ans";"Sans emploi";6;17;6;1,33333333333333
"Taahuaia";"Tubuai";"Femmes";"70-79 ans";"Sans emploi";5;22;5;1
"Taahuaia";"Tubuai";"Femmes";"80 ans et plus";"Sans emploi";1;3;1;1
"Fetuna";"Raiatea";"Hommes";"0-9 ans";"Né après le 22/08/1998";;30;;
"Fetuna";"Raiatea";"Hommes";"10-19 ans";"Employés";1;1;1;5
"Fetuna";"Raiatea";"Hommes";"10-19 ans";"Sans emploi";1;14;1;3
"Fetuna";"Raiatea";"Hommes";"10-19 ans";"Né après le 22/08/1998";;11;;
"Fetuna";"Raiatea";"Hommes";"20-29 ans";"Agriculteurs exploitants";1;3;1;3
"Fetuna";"Raiatea";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";2;3;2;4,5
"Fetuna";"Raiatea";"Hommes";"20-29 ans";"Employés";;1;;
"Fetuna";"Raiatea";"Hommes";"20-29 ans";"Ouvriers";5;10;5;5,8
"Fetuna";"Raiatea";"Hommes";"20-29 ans";"Sans emploi";3;12;3;2
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Agriculteurs exploitants";4;5;4;3,75
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;2,5
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";1;1;1;7
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Professions intermédiaires";1;1;1;1
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Employés";2;3;2;4,5
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Ouvriers";6;8;6;4,33333333333333
"Fetuna";"Raiatea";"Hommes";"30-39 ans";"Sans emploi";1;10;1;3
"Fetuna";"Raiatea";"Hommes";"40-49 ans";"Agriculteurs exploitants";8;10;8;4,125
"Fetuna";"Raiatea";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;3
"Fetuna";"Raiatea";"Hommes";"40-49 ans";"Professions intermédiaires";1;1;1;4
"Fetuna";"Raiatea";"Hommes";"40-49 ans";"Employés";3;3;3;4,33333333333333
"Fetuna";"Raiatea";"Hommes";"40-49 ans";"Ouvriers";7;8;7;5
"Fetuna";"Raiatea";"Hommes";"40-49 ans";"Sans emploi";4;6;4;2,5
"Fetuna";"Raiatea";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;5
"Fetuna";"Raiatea";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;1;1;2
"Fetuna";"Raiatea";"Hommes";"50-59 ans";"Professions intermédiaires";1;1;1;2
"Fetuna";"Raiatea";"Hommes";"50-59 ans";"Employés";4;4;4;5
"Fetuna";"Raiatea";"Hommes";"50-59 ans";"Ouvriers";10;10;10;3,9
"Fetuna";"Raiatea";"Hommes";"50-59 ans";"Sans emploi";1;3;1;2
"Fetuna";"Raiatea";"Hommes";"60-69 ans";"Agriculteurs exploitants";3;3;3;7
"Fetuna";"Raiatea";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;2
"Fetuna";"Raiatea";"Hommes";"60-69 ans";"Employés";1;1;1;3
"Fetuna";"Raiatea";"Hommes";"60-69 ans";"Ouvriers";1;1;1;1
"Fetuna";"Raiatea";"Hommes";"60-69 ans";"Sans emploi";4;10;4;1,75
"Fetuna";"Raiatea";"Hommes";"70-79 ans";"Agriculteurs exploitants";3;3;3;7
"Fetuna";"Raiatea";"Hommes";"70-79 ans";"Sans emploi";7;8;7;2,57142857142857
"Fetuna";"Raiatea";"Hommes";"80 ans et plus";"Artisans, commerçants et chefs d'entreprise";1;1;1;2
"Fetuna";"Raiatea";"Hommes";"80 ans et plus";"Sans emploi";;1;;
"Fetuna";"Raiatea";"Femmes";"0-9 ans";"Né après le 22/08/1998";;34;;
"Fetuna";"Raiatea";"Femmes";"10-19 ans";"Agriculteurs exploitants";;1;;
"Fetuna";"Raiatea";"Femmes";"10-19 ans";"Ouvriers";;1;;
"Fetuna";"Raiatea";"Femmes";"10-19 ans";"Sans emploi";;23;;
"Fetuna";"Raiatea";"Femmes";"10-19 ans";"Né après le 22/08/1998";;24;;
"Fetuna";"Raiatea";"Femmes";"20-29 ans";"Agriculteurs exploitants";;2;;
"Fetuna";"Raiatea";"Femmes";"20-29 ans";"Professions intermédiaires";;1;;
"Fetuna";"Raiatea";"Femmes";"20-29 ans";"Employés";1;5;1;4
"Fetuna";"Raiatea";"Femmes";"20-29 ans";"Ouvriers";1;6;1;3
"Fetuna";"Raiatea";"Femmes";"20-29 ans";"Sans emploi";2;24;2;3
"Fetuna";"Raiatea";"Femmes";"30-39 ans";"Agriculteurs exploitants";;2;;
"Fetuna";"Raiatea";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Fetuna";"Raiatea";"Femmes";"30-39 ans";"Professions intermédiaires";1;3;1;4
"Fetuna";"Raiatea";"Femmes";"30-39 ans";"Employés";;4;;
"Fetuna";"Raiatea";"Femmes";"30-39 ans";"Ouvriers";2;9;2;4,5
"Fetuna";"Raiatea";"Femmes";"30-39 ans";"Sans emploi";1;13;1;1
"Fetuna";"Raiatea";"Femmes";"40-49 ans";"Agriculteurs exploitants";;2;;
"Fetuna";"Raiatea";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;3
"Fetuna";"Raiatea";"Femmes";"40-49 ans";"Professions intermédiaires";;2;;
"Fetuna";"Raiatea";"Femmes";"40-49 ans";"Employés";1;4;1;2
"Fetuna";"Raiatea";"Femmes";"40-49 ans";"Sans emploi";2;12;2;2
"Fetuna";"Raiatea";"Femmes";"50-59 ans";"Agriculteurs exploitants";;1;;
"Fetuna";"Raiatea";"Femmes";"50-59 ans";"Professions intermédiaires";1;2;1;5
"Fetuna";"Raiatea";"Femmes";"50-59 ans";"Employés";1;5;1;2
"Fetuna";"Raiatea";"Femmes";"50-59 ans";"Ouvriers";1;1;1;2
"Fetuna";"Raiatea";"Femmes";"50-59 ans";"Sans emploi";1;11;1;1
"Fetuna";"Raiatea";"Femmes";"60-69 ans";"Sans emploi";2;8;2;1
"Fetuna";"Raiatea";"Femmes";"70-79 ans";"Agriculteurs exploitants";;1;;
"Fetuna";"Raiatea";"Femmes";"70-79 ans";"Ouvriers";;1;;
"Fetuna";"Raiatea";"Femmes";"70-79 ans";"Sans emploi";1;12;1;1
"Fetuna";"Raiatea";"Femmes";"80 ans et plus";"Sans emploi";;2;;
"Tehurui";"Raiatea";"Hommes";"0-9 ans";"Né après le 22/08/1998";;36;;
"Tehurui";"Raiatea";"Hommes";"10-19 ans";"Ouvriers";;1;;
"Tehurui";"Raiatea";"Hommes";"10-19 ans";"Sans emploi";;28;;
"Tehurui";"Raiatea";"Hommes";"10-19 ans";"Né après le 22/08/1998";;11;;
"Tehurui";"Raiatea";"Hommes";"20-29 ans";"Agriculteurs exploitants";5;9;5;2,2
"Tehurui";"Raiatea";"Hommes";"20-29 ans";"Employés";2;2;2;3,5
"Tehurui";"Raiatea";"Hommes";"20-29 ans";"Ouvriers";14;22;14;4,35714285714286
"Tehurui";"Raiatea";"Hommes";"20-29 ans";"Sans emploi";6;19;6;3,16666666666667
"Tehurui";"Raiatea";"Hommes";"30-39 ans";"Agriculteurs exploitants";5;5;5;4,2
"Tehurui";"Raiatea";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";3;3;3;3
"Tehurui";"Raiatea";"Hommes";"30-39 ans";"Employés";1;1;1;2
"Tehurui";"Raiatea";"Hommes";"30-39 ans";"Ouvriers";8;10;8;4,75
"Tehurui";"Raiatea";"Hommes";"30-39 ans";"Sans emploi";3;8;3;2,66666666666667
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Agriculteurs exploitants";3;3;3;6,33333333333333
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;3
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";1;1;1;3
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Professions intermédiaires";4;4;4;3,5
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Employés";3;3;3;4
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Ouvriers";9;10;9;4,44444444444444
"Tehurui";"Raiatea";"Hommes";"40-49 ans";"Sans emploi";3;10;3;3,33333333333333
"Tehurui";"Raiatea";"Hommes";"50-59 ans";"Agriculteurs exploitants";4;4;4;4,25
"Tehurui";"Raiatea";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";3;3;3;2,66666666666667
"Tehurui";"Raiatea";"Hommes";"50-59 ans";"Professions intermédiaires";1;1;1;4
"Tehurui";"Raiatea";"Hommes";"50-59 ans";"Employés";7;7;7;3,71428571428571
"Tehurui";"Raiatea";"Hommes";"50-59 ans";"Ouvriers";4;4;4;6,25
"Tehurui";"Raiatea";"Hommes";"50-59 ans";"Sans emploi";4;17;4;2,75
"Tehurui";"Raiatea";"Hommes";"60-69 ans";"Sans emploi";9;17;9;2,88888888888889
"Tehurui";"Raiatea";"Hommes";"70-79 ans";"Sans emploi";6;8;6;3,83333333333333
"Tehurui";"Raiatea";"Hommes";"80 ans et plus";"Sans emploi";;2;;
"Tehurui";"Raiatea";"Femmes";"0-9 ans";"Né après le 22/08/1998";;43;;
"Tehurui";"Raiatea";"Femmes";"10-19 ans";"Sans emploi";;28;;
"Tehurui";"Raiatea";"Femmes";"10-19 ans";"Né après le 22/08/1998";;9;;
"Tehurui";"Raiatea";"Femmes";"20-29 ans";"Agriculteurs exploitants";1;1;1;4
"Tehurui";"Raiatea";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;2;;
"Tehurui";"Raiatea";"Femmes";"20-29 ans";"Professions intermédiaires";;1;;
"Tehurui";"Raiatea";"Femmes";"20-29 ans";"Employés";1;4;1;7
"Tehurui";"Raiatea";"Femmes";"20-29 ans";"Ouvriers";1;3;1;7
"Tehurui";"Raiatea";"Femmes";"20-29 ans";"Sans emploi";2;41;2;4,5
"Tehurui";"Raiatea";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;1;1;3
"Tehurui";"Raiatea";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;4
"Tehurui";"Raiatea";"Femmes";"30-39 ans";"Professions intermédiaires";;1;;
"Tehurui";"Raiatea";"Femmes";"30-39 ans";"Employés";1;7;1;2
"Tehurui";"Raiatea";"Femmes";"30-39 ans";"Ouvriers";1;3;1;3
"Tehurui";"Raiatea";"Femmes";"30-39 ans";"Sans emploi";2;17;2;2,5
"Tehurui";"Raiatea";"Femmes";"40-49 ans";"Agriculteurs exploitants";;1;;
"Tehurui";"Raiatea";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;3
"Tehurui";"Raiatea";"Femmes";"40-49 ans";"Employés";2;5;2;5
"Tehurui";"Raiatea";"Femmes";"40-49 ans";"Ouvriers";2;6;2;2,5
"Tehurui";"Raiatea";"Femmes";"40-49 ans";"Sans emploi";2;20;2;3
"Tehurui";"Raiatea";"Femmes";"50-59 ans";"Agriculteurs exploitants";;3;;
"Tehurui";"Raiatea";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";;2;;
"Tehurui";"Raiatea";"Femmes";"50-59 ans";"Employés";;3;;
"Tehurui";"Raiatea";"Femmes";"50-59 ans";"Sans emploi";;15;;
"Tehurui";"Raiatea";"Femmes";"60-69 ans";"Sans emploi";2;11;2;1
"Tehurui";"Raiatea";"Femmes";"70-79 ans";"Sans emploi";;5;;
"Tehurui";"Raiatea";"Femmes";"80 ans et plus";"Sans emploi";1;4;1;1
"Tevaitoa";"Raiatea";"Hommes";"0-9 ans";"Né après le 22/08/1998";;186;;
"Tevaitoa";"Raiatea";"Hommes";"10-19 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Tevaitoa";"Raiatea";"Hommes";"10-19 ans";"Ouvriers";;2;;
"Tevaitoa";"Raiatea";"Hommes";"10-19 ans";"Sans emploi";3;76;3;3
"Tevaitoa";"Raiatea";"Hommes";"10-19 ans";"Né après le 22/08/1998";;82;;
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Agriculteurs exploitants";3;7;3;6,66666666666667
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;6
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";3;3;3;3,66666666666667
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Professions intermédiaires";4;5;4;2,5
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Employés";4;8;4;2,75
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Ouvriers";16;28;16;4,9375
"Tevaitoa";"Raiatea";"Hommes";"20-29 ans";"Sans emploi";15;83;15;5,2
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Agriculteurs exploitants";6;7;6;4,33333333333333
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";11;13;11;3,81818181818182
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";3;3;3;2
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Professions intermédiaires";21;23;21;3
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Employés";10;13;10;3,8
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Ouvriers";34;38;34;4,17647058823529
"Tevaitoa";"Raiatea";"Hommes";"30-39 ans";"Sans emploi";16;44;16;3,625
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Agriculteurs exploitants";7;7;7;5
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";12;13;12;4
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";10;10;10;3,7
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Professions intermédiaires";21;21;21;3,61904761904762
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Employés";26;27;26;3,61538461538462
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Ouvriers";43;44;43;4,25581395348837
"Tevaitoa";"Raiatea";"Hommes";"40-49 ans";"Sans emploi";27;47;27;3,22222222222222
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Agriculteurs exploitants";5;6;5;3,8
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";10;10;10;3,5
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";13;13;13;3,38461538461538
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Professions intermédiaires";15;15;15;2,66666666666667
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Employés";14;14;14;4,42857142857143
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Ouvriers";12;13;12;3,91666666666667
"Tevaitoa";"Raiatea";"Hommes";"50-59 ans";"Sans emploi";19;52;19;2,68421052631579
"Tevaitoa";"Raiatea";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";4;4;4;2,25
"Tevaitoa";"Raiatea";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";4;4;4;1,75
"Tevaitoa";"Raiatea";"Hommes";"60-69 ans";"Professions intermédiaires";3;3;3;4,66666666666667
"Tevaitoa";"Raiatea";"Hommes";"60-69 ans";"Employés";1;1;1;4
"Tevaitoa";"Raiatea";"Hommes";"60-69 ans";"Ouvriers";3;3;3;1,66666666666667
"Tevaitoa";"Raiatea";"Hommes";"60-69 ans";"Sans emploi";33;61;33;2,48484848484848
"Tevaitoa";"Raiatea";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";3;3;3;3
"Tevaitoa";"Raiatea";"Hommes";"70-79 ans";"Sans emploi";17;28;17;2,64705882352941
"Tevaitoa";"Raiatea";"Hommes";"80 ans et plus";"Sans emploi";5;11;5;2,2
"Tevaitoa";"Raiatea";"Femmes";"0-9 ans";"Né après le 22/08/1998";;121;;
"Tevaitoa";"Raiatea";"Femmes";"10-19 ans";"Employés";;1;;
"Tevaitoa";"Raiatea";"Femmes";"10-19 ans";"Sans emploi";1;98;1;2
"Tevaitoa";"Raiatea";"Femmes";"10-19 ans";"Né après le 22/08/1998";;68;;
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Agriculteurs exploitants";;3;;
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;2
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";1;1;1;3
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Professions intermédiaires";2;12;2;2,5
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Employés";5;14;5;4,2
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Ouvriers";3;7;3;5,33333333333333
"Tevaitoa";"Raiatea";"Femmes";"20-29 ans";"Sans emploi";6;85;6;3,83333333333333
"Tevaitoa";"Raiatea";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;3;1;4
"Tevaitoa";"Raiatea";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;5;1;5
"Tevaitoa";"Raiatea";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";2;10;2;1,5
"Tevaitoa";"Raiatea";"Femmes";"30-39 ans";"Professions intermédiaires";5;23;5;2,6
"Tevaitoa";"Raiatea";"Femmes";"30-39 ans";"Employés";12;36;12;4,58333333333333
